Anime_figurs_0 Anime_figurs_1 Anime_figurs_2 Anime_figurs_3 Anime_figurs_4 Anime_figurs_5 Anime_figurs_6 Anime_figurs_7 Anime_figurs_8 Anime_figurs_9 Anime_figurs_10 Phone_0 Phone_1 Phone_2 Phone_3 Phone_4 Phone_5 Phone_6 Phone_7 Phone_8 Phone_9 Phone_10 Video_card_0 Video_card_1 Video_card_2 Video_card_3 Video_card_4 Video_card_5 Video_card_6 Video_card_7 Video_card_8 Video_card_9 Video_card_10 Paint_bottle_0 Paint_bottle_1 Paint_bottle_2 Paint_bottle_3 Paint_bottle_4 Paint_bottle_5 Paint_bottle_6 Paint_bottle_7 Paint_bottle_8 Paint_bottle_9 Paint_bottle_10 Programming_courses_for_3k_rubels_0 Programming_courses_for_3k_rubels_1 Programming_courses_for_3k_rubels_2 Programming_courses_for_3k_rubels_3 Programming_courses_for_3k_rubels_4 Programming_courses_for_3k_rubels_5 Programming_courses_for_3k_rubels_6 Programming_courses_for_3k_rubels_7 Programming_courses_for_3k_rubels_8 Programming_courses_for_3k_rubels_9 Programming_courses_for_3k_rubels_10 Firebird_1979_0 Firebird_1979_1 Firebird_1979_2 Firebird_1979_3 Firebird_1979_4 Firebird_1979_5 Firebird_1979_6 Firebird_1979_7 Firebird_1979_8 Firebird_1979_9 Firebird_1979_10 Tickets_abroad_0 Tickets_abroad_1 Tickets_abroad_2 Tickets_abroad_3 Tickets_abroad_4 Tickets_abroad_5 Tickets_abroad_6 Tickets_abroad_7 Tickets_abroad_8 Tickets_abroad_9 Tickets_abroad_10 Books_0 Books_1 Books_2 Books_3 Books_4 Books_5 Books_6 Books_7 Books_8 Books_9 Books_10 Martines_0 Martines_1 Martines_2 Martines_3 Martines_4 Martines_5 Martines_6 Martines_7 Martines_8 Martines_9 Martines_10
0.6992917259922085 0.6992917259922085 0.6992917259922085 0.6992917259922085 0.6992917259922085 0.6992917259922085 0.6992917259922085 0.6992917259922085 0.6992917259922085 0.6992917259922085 0.6992917259922085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.5336873576338991 0.5336873576338991 0.5336873576338991 0.5336873576338991 0.5336873576338991 0.5336873576338991 0.5336873576338991 0.5336873576338991 0.5336873576338991 0.5336873576338991 0.5336873576338991 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.5682870914325651 0.5682870914325651 0.5682870914325651 0.5682870914325651 0.5682870914325651 0.5682870914325651 0.5682870914325651 0.5682870914325651 0.5682870914325651 0.5682870914325651 0.5682870914325651 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.9405886060400883 0.9405886060400883 0.9405886060400883 0.9405886060400883 0.9405886060400883 0.9405886060400883 0.9405886060400883 0.9405886060400883 0.9405886060400883 0.9405886060400883 0.9405886060400883 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.5431777964531175 0.5431777964531175 0.5431777964531175 0.5431777964531175 0.5431777964531175 0.5431777964531175 0.5431777964531175 0.5431777964531175 0.5431777964531175 0.5431777964531175 0.5431777964531175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.9710155266531713 0.9710155266531713 0.9710155266531713 0.9710155266531713 0.9710155266531713 0.9710155266531713 0.9710155266531713 0.9710155266531713 0.9710155266531713 0.9710155266531713 0.9710155266531713 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.9951172817922873 0.9951172817922873 0.9951172817922873 0.9951172817922873 0.9951172817922873 0.9951172817922873 0.9951172817922873 0.9951172817922873 0.9951172817922873 0.9951172817922873 0.9951172817922873 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.5683138799574318 0.5683138799574318 0.5683138799574318 0.5683138799574318 0.5683138799574318 0.5683138799574318 0.5683138799574318 0.5683138799574318 0.5683138799574318 0.5683138799574318 0.5683138799574318 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.645446085115921 0.645446085115921 0.645446085115921 0.645446085115921 0.645446085115921 0.645446085115921 0.645446085115921 0.645446085115921 0.645446085115921 0.645446085115921 0.645446085115921 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.9736428215438275 0.9736428215438275 0.9736428215438275 0.9736428215438275 0.9736428215438275 0.9736428215438275 0.9736428215438275 0.9736428215438275 0.9736428215438275 0.9736428215438275 0.9736428215438275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.5469319556322354 0.5469319556322354 0.5469319556322354 0.5469319556322354 0.5469319556322354 0.5469319556322354 0.5469319556322354 0.5469319556322354 0.5469319556322354 0.5469319556322354 0.5469319556322354 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.8953708368659798 0.8953708368659798 0.8953708368659798 0.8953708368659798 0.8953708368659798 0.8953708368659798 0.8953708368659798 0.8953708368659798 0.8953708368659798 0.8953708368659798 0.8953708368659798 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.9409186872638777 0.9409186872638777 0.9409186872638777 0.9409186872638777 0.9409186872638777 0.9409186872638777 0.9409186872638777 0.9409186872638777 0.9409186872638777 0.9409186872638777 0.9409186872638777 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.5984533500411966 0.5984533500411966 0.5984533500411966 0.5984533500411966 0.5984533500411966 0.5984533500411966 0.5984533500411966 0.5984533500411966 0.5984533500411966 0.5984533500411966 0.5984533500411966 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.9438610938840848 0.9438610938840848 0.9438610938840848 0.9438610938840848 0.9438610938840848 0.9438610938840848 0.9438610938840848 0.9438610938840848 0.9438610938840848 0.9438610938840848 0.9438610938840848 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.619880881904265 0.619880881904265 0.619880881904265 0.619880881904265 0.619880881904265 0.619880881904265 0.619880881904265 0.619880881904265 0.619880881904265 0.619880881904265 0.619880881904265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.580821879517058 0.580821879517058 0.580821879517058 0.580821879517058 0.580821879517058 0.580821879517058 0.580821879517058 0.580821879517058 0.580821879517058 0.580821879517058 0.580821879517058 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.7799330846588883 0.7799330846588883 0.7799330846588883 0.7799330846588883 0.7799330846588883 0.7799330846588883 0.7799330846588883 0.7799330846588883 0.7799330846588883 0.7799330846588883 0.7799330846588883 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.7208168634263227 0.7208168634263227 0.7208168634263227 0.7208168634263227 0.7208168634263227 0.7208168634263227 0.7208168634263227 0.7208168634263227 0.7208168634263227 0.7208168634263227 0.7208168634263227 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.8547328523867574 0.8547328523867574 0.8547328523867574 0.8547328523867574 0.8547328523867574 0.8547328523867574 0.8547328523867574 0.8547328523867574 0.8547328523867574 0.8547328523867574 0.8547328523867574 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.512439092009302 0.512439092009302 0.512439092009302 0.512439092009302 0.512439092009302 0.512439092009302 0.512439092009302 0.512439092009302 0.512439092009302 0.512439092009302 0.512439092009302 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.8569153779487511 0.8569153779487511 0.8569153779487511 0.8569153779487511 0.8569153779487511 0.8569153779487511 0.8569153779487511 0.8569153779487511 0.8569153779487511 0.8569153779487511 0.8569153779487511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.9965067628597302 0.9965067628597302 0.9965067628597302 0.9965067628597302 0.9965067628597302 0.9965067628597302 0.9965067628597302 0.9965067628597302 0.9965067628597302 0.9965067628597302 0.9965067628597302 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.6540850379929667 0.6540850379929667 0.6540850379929667 0.6540850379929667 0.6540850379929667 0.6540850379929667 0.6540850379929667 0.6540850379929667 0.6540850379929667 0.6540850379929667 0.6540850379929667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.6835466112635775 0.6835466112635775 0.6835466112635775 0.6835466112635775 0.6835466112635775 0.6835466112635775 0.6835466112635775 0.6835466112635775 0.6835466112635775 0.6835466112635775 0.6835466112635775 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.8704836241639664 0.8704836241639664 0.8704836241639664 0.8704836241639664 0.8704836241639664 0.8704836241639664 0.8704836241639664 0.8704836241639664 0.8704836241639664 0.8704836241639664 0.8704836241639664 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.6940065847057884 0.6940065847057884 0.6940065847057884 0.6940065847057884 0.6940065847057884 0.6940065847057884 0.6940065847057884 0.6940065847057884 0.6940065847057884 0.6940065847057884 0.6940065847057884 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.7331873648322715 0.7331873648322715 0.7331873648322715 0.7331873648322715 0.7331873648322715 0.7331873648322715 0.7331873648322715 0.7331873648322715 0.7331873648322715 0.7331873648322715 0.7331873648322715 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.9529223903608779 0.9529223903608779 0.9529223903608779 0.9529223903608779 0.9529223903608779 0.9529223903608779 0.9529223903608779 0.9529223903608779 0.9529223903608779 0.9529223903608779 0.9529223903608779 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.754612897165392 0.754612897165392 0.754612897165392 0.754612897165392 0.754612897165392 0.754612897165392 0.754612897165392 0.754612897165392 0.754612897165392 0.754612897165392 0.754612897165392 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.521182386673585 0.521182386673585 0.521182386673585 0.521182386673585 0.521182386673585 0.521182386673585 0.521182386673585 0.521182386673585 0.521182386673585 0.521182386673585 0.521182386673585 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.8400974704954373 0.8400974704954373 0.8400974704954373 0.8400974704954373 0.8400974704954373 0.8400974704954373 0.8400974704954373 0.8400974704954373 0.8400974704954373 0.8400974704954373 0.8400974704954373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.6525016774575274 0.6525016774575274 0.6525016774575274 0.6525016774575274 0.6525016774575274 0.6525016774575274 0.6525016774575274 0.6525016774575274 0.6525016774575274 0.6525016774575274 0.6525016774575274 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.6912590193440156 0.6912590193440156 0.6912590193440156 0.6912590193440156 0.6912590193440156 0.6912590193440156 0.6912590193440156 0.6912590193440156 0.6912590193440156 0.6912590193440156 0.6912590193440156 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
